# TEST CONFIGURATION BEGIN
# SEAGenerator(balance_classes=False, classification_function=0, noise_percentage=0.7, random_state=1)
# [HSTrees] HalfSpaceTrees(anomaly_threshold=0.5, depth=15, n_estimators=100, n_features=3, random_state=None, size_limit=50, window_size=100)
# [iForestASD] IsolationForestStream(anomaly_threshold=0.5, drift_threshold=0.3, n_estimators=100, random_state=None, window_size=100)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500, max_time=inf, metrics=['accuracy', 'f1', 'precision', 'recall', 'kappa', 'kappa_m', 'running_time', 'model_size'], n_wait=500, output_file='results/Generator_2020-06-21 ' '22:19:16.060065/result_for_WS100_NE100.csv', pretrain_size=1, restart_stream=True, show_plot=True)
# TEST CONFIGURATION END
id,mean_acc_[HSTrees],current_acc_[HSTrees],mean_acc_[iForestASD],current_acc_[iForestASD],mean_f1_[HSTrees],current_f1_[HSTrees],mean_f1_[iForestASD],current_f1_[iForestASD],mean_precision_[HSTrees],current_precision_[HSTrees],mean_precision_[iForestASD],current_precision_[iForestASD],mean_recall_[HSTrees],current_recall_[HSTrees],mean_recall_[iForestASD],current_recall_[iForestASD],mean_kappa_[HSTrees],current_kappa_[HSTrees],mean_kappa_[iForestASD],current_kappa_[iForestASD],mean_kappa_m_[HSTrees],current_kappa_m_[HSTrees],mean_kappa_m_[iForestASD],current_kappa_m_[iForestASD],training_time_[HSTrees],testing_time_[HSTrees],total_running_time_[HSTrees],training_time_[iForestASD],testing_time_[iForestASD],total_running_time_[iForestASD],model_size_[HSTrees],model_size_[iForestASD]
499,0.543086,0.543086,0.430862,0.430862,0.491071,0.491071,0.420952,0.420952,0.497738,0.497738,0.355357,0.355357,0.484581,0.484581,0.284130,0.284130,0.076661,0.076661,0.044706,0.044706,-0.041096,-0.041096,-0.296804,-0.296804,50.065087,2.044857,52.109944,2.073341,156.844098,158.917438,755203.159180,7591.098633
